GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,OPTAX.id,OPTAX.display-label,YEAR.id,ESTAB,RCPTOT,OPEX,PAYANN,PAYQTR1,EMP,ADMIN_PCT,IMPUT_PCT
Geographic identifier code,Id2,Geographic area name,Id,2012 NAICS code,Meaning of 2012 NAICS code,Id,Type of operation or tax status code,Meaning of Type of operation or tax status code,Year,Number of establishments,"Receipts/Revenue ($1,000)","Operating expenses ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,Percent of receipts/revenue from administrative records (%),Percent of receipts/revenue estimated (%)
0400000US04,04,Arizona,,61,Educational services,,A,All establishments,2012,1301,1238438,,483973,116538,12809,16.6,6.6
0400000US04,04,Arizona,,61,Educational services,,T,Establishments subject to federal income tax,2012,1128,1156787,,456356,109811,11618,16.1,6.6
0400000US04,04,Arizona,,61,Educational services,,Y,Establishments exempt from federal income tax,2012,173,81651,76309,27617,6727,1191,23.2,7.0
0400000US04,04,Arizona,,611,Educational services,,A,All establishments,2012,1301,1238438,,483973,116538,12809,16.6,6.6
0400000US04,04,Arizona,,611,Educational services,,T,Establishments subject to federal income tax,2012,1128,1156787,,456356,109811,11618,16.1,6.6
0400000US04,04,Arizona,,611,Educational services,,Y,Establishments exempt from federal income tax,2012,173,81651,76309,27617,6727,1191,23.2,7.0
0400000US04,04,Arizona,,6114,Business schools and computer and management training,,A,All establishments,2012,197,177717,,71492,15081,1146,22.2,9.0
0400000US04,04,Arizona,,6114,Business schools and computer and management training,,T,Establishments subject to federal income tax,2012,184,170435,,68874,14400,1048,21.6,9.2
0400000US04,04,Arizona,,6114,Business schools and computer and management training,,Y,Establishments exempt from federal income tax,2012,13,7282,6917,2618,681,98,35.8,4.6
0400000US04,04,Arizona,,61141,Business and secretarial schools,,A,All establishments,2012,2,,,,,,,
0400000US04,04,Arizona,,61141,Business and secretarial schools,,T,Establishments subject to federal income tax,2012,2,,,,,,,
0400000US04,04,Arizona,,611410,Business and secretarial schools,,A,All establishments,2012,2,,,,,,,
0400000US04,04,Arizona,,611410,Business and secretarial schools,,T,Establishments subject to federal income tax,2012,2,,,,,,,
0400000US04,04,Arizona,,61142,Computer training,,A,All establishments,2012,32,,,,,,,
0400000US04,04,Arizona,,61142,Computer training,,T,Establishments subject to federal income tax,2012,32,,,,,,,
0400000US04,04,Arizona,,611420,Computer training,,A,All establishments,2012,32,,,,,,,
0400000US04,04,Arizona,,611420,Computer training,,T,Establishments subject to federal income tax,2012,32,,,,,,,
0400000US04,04,Arizona,,61143,Professional and management development training,,A,All establishments,2012,163,143632,,58132,11847,845,23.2,11.0
0400000US04,04,Arizona,,61143,Professional and management development training,,T,Establishments subject to federal income tax,2012,150,136350,,55514,11166,747,22.6,11.4
0400000US04,04,Arizona,,61143,Professional and management development training,,Y,Establishments exempt from federal income tax,2012,13,7282,6917,2618,681,98,35.8,4.6
0400000US04,04,Arizona,,611430,Professional and management development training,,A,All establishments,2012,163,143632,,58132,11847,845,23.2,11.0
0400000US04,04,Arizona,,611430,Professional and management development training,,T,Establishments subject to federal income tax,2012,150,136350,,55514,11166,747,22.6,11.4
0400000US04,04,Arizona,,611430,Professional and management development training,,Y,Establishments exempt from federal income tax,2012,13,7282,6917,2618,681,98,35.8,4.6
0400000US04,04,Arizona,,6115,Technical and trade schools,,A,All establishments,2012,213,602116,,257299,64644,4274,6.9,3.4
0400000US04,04,Arizona,,6115,Technical and trade schools,,T,Establishments subject to federal income tax,2012,192,588257,,252630,63616,4113,6.8,3.0
0400000US04,04,Arizona,,6115,Technical and trade schools,,Y,Establishments exempt from federal income tax,2012,21,13859,12190,4669,1028,161,10.7,22.2
0400000US04,04,Arizona,,61151,Technical and trade schools,,A,All establishments,2012,213,602116,,257299,64644,4274,6.9,3.4
0400000US04,04,Arizona,,61151,Technical and trade schools,,T,Establishments subject to federal income tax,2012,192,588257,,252630,63616,4113,6.8,3.0
0400000US04,04,Arizona,,61151,Technical and trade schools,,Y,Establishments exempt from federal income tax,2012,21,13859,12190,4669,1028,161,10.7,22.2
